id,carat,cut,color,clarity,depth,table,price,x,y,z
25978,0.32,Very Good,G,VS2,60.9,58.0,564,4.42,4.45,2.7
25979,0.41,Ideal,H,VS1,62.7,56.0,1061,4.77,4.73,2.98
25980,0.75,Ideal,D,SI2,62.2,55.0,2757,5.83,5.87,3.64
25981,0.38,Very Good,G,VS2,59.7,62.0,715,4.66,4.68,2.79
25982,0.29,Premium,G,VS1,62.1,59.0,547,4.25,4.22,2.63
25983,0.33,Ideal,H,VVS1,61.7,56.0,965,4.48,4.46,2.76
25984,0.51,Very Good,E,VS2,62.8,56.0,1612,5.11,5.14,3.22
25985,2.1,Very Good,J,VS2,61.3,59.0,14229,8.21,8.27,5.05
25986,1.2,Ideal,E,VS2,61.3,56.0,10214,6.89,6.84,4.21
25987,0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
25988,1.5,Very Good,G,VS2,60.7,59.0,18691,7.31,7.38,4.46
25989,0.31,Premium,E,VVS1,61.5,58.0,924,4.35,4.37,2.68
25990,1.05,Premium,H,SI1,61.9,58.0,4692,6.5,6.45,4.01
25991,1.29,Ideal,G,SI1,60.9,59.0,7463,6.99,7.04,4.27
25992,0.73,Very Good,F,SI1,59.3,61.0,2326,5.82,5.85,3.46
25993,1.06,Premium,E,SI1,63.0,56.0,4689,6.54,6.45,4.09
25994,0.51,Ideal,D,VS2,61.5,57.0,1787,5.11,5.14,3.15
25995,2.27,Ideal,I,SI2,63.0,54.0,15710,8.36,8.39,5.28
25996,1.18,Good,D,SI2,59.7,61.0,5871,6.83,6.88,4.09
25997,1.12,Ideal,F,VVS2,61.3,57.0,10764,6.67,6.7,4.1
25998,1.02,Premium,D,SI2,61.3,62.0,4044,6.46,6.42,3.95
25999,0.5,Premium,F,VVS2,62.7,56.0,1987,5.08,5.03,3.17
26000,0.91,Premium,D,SI2,58.3,60.0,3511,6.4,6.33,3.71
26001,1.5,Very Good,I,VS2,63.0,57.0,8662,7.2,7.25,4.55
26002,0.41,Good,J,VS2,64.3,55.0,606,4.66,4.7,3.01
26003,0.41,Premium,E,VVS1,60.0,61.0,1130,4.86,4.78,2.89
26004,2.07,Very Good,H,SI1,59.8,58.0,17019,8.23,8.26,4.93
26005,0.49,Premium,F,SI2,60.8,60.0,980,5.12,5.04,3.09
26006,0.84,Very Good,H,SI1,61.2,57.0,2847,6.1,6.12,3.74
26007,1.01,Premium,D,SI1,60.0,60.0,5543,6.51,6.45,3.89
26008,1.6,Ideal,J,VS2,61.9,55.0,8886,7.51,7.54,4.66
26009,0.54,Premium,G,VVS1,60.7,56.0,2236,5.3,5.25,3.2
26010,0.3,Good,E,SI1,63.7,58.0,675,4.27,4.24,2.71
26011,0.44,Premium,D,SI1,61.9,59.0,1089,4.9,4.86,3.02
26012,0.3,Ideal,I,VS1,62.2,53.9,486,4.29,4.33,2.68
26013,1.03,Very Good,H,VS1,61.9,59.0,6294,6.44,6.49,4.0
26014,1.51,Very Good,J,VS2,62.2,60.0,7557,7.27,7.32,4.54
26015,1.75,Premium,G,VS2,61.5,59.0,16783,7.76,7.66,4.74
26016,0.54,Ideal,E,VS2,61.4,57.0,1754,5.21,5.25,3.21
26017,1.2,Premium,F,SI2,62.9,57.0,5712,6.8,6.72,4.25
26018,0.76,Ideal,F,SI2,60.3,60.0,2624,5.86,5.89,3.54
26019,1.0,Premium,D,SI2,60.8,60.0,4295,6.45,6.41,3.91
26020,1.82,Premium,G,SI2,61.3,58.0,12081,7.94,7.83,4.83
26021,0.46,Good,F,IF,56.2,61.0,1806,5.16,5.24,2.92
26022,0.39,Ideal,G,VVS1,62.4,53.6,1008,4.65,4.7,2.92
26023,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51
26024,1.02,Premium,G,VS2,59.2,59.0,6169,6.66,6.58,3.92
26025,0.76,Ideal,I,VS2,61.7,56.0,3075,5.87,5.9,3.63
26026,0.5,Good,F,SI1,62.5,60.0,1223,5.07,5.11,3.18
26027,0.32,Premium,E,IF,61.6,58.0,1170,4.39,4.38,2.7
26028,0.61,Very Good,H,VVS2,61.4,57.0,1970,5.46,5.5,3.36
26029,2.23,Very Good,J,VS2,61.0,58.0,14732,8.36,8.39,5.11
26030,1.2,Very Good,I,SI1,63.1,61.0,4301,6.65,6.58,4.18
26031,0.3,Premium,D,VS2,61.0,58.0,710,4.32,4.34,2.64
26032,0.31,Ideal,H,VS2,61.2,56.0,507,4.36,4.4,2.68
26033,0.76,Ideal,E,SI1,62.7,54.0,2858,5.88,5.83,3.67
26034,0.49,Ideal,H,SI1,59.9,56.0,1102,5.15,5.18,3.1
26035,1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21
26036,1.15,Very Good,D,VS1,62.9,54.0,7978,6.72,6.69,4.22
26037,1.07,Premium,G,VS2,61.9,58.0,6903,6.55,6.54,4.05
26038,1.7,Premium,G,SI2,62.2,59.0,7414,7.68,7.6,4.75
26039,2.03,Very Good,I,VS2,61.4,59.0,15826,8.06,8.12,4.97
26040,1.51,Very Good,F,VS1,62.6,57.0,14976,7.25,7.29,4.55
26041,2.0,Fair,E,SI1,65.7,60.0,15330,7.7,7.8,5.09
26042,0.8,Ideal,F,VS2,61.3,55.0,3913,5.98,6.0,3.67
26043,0.32,Ideal,E,VS2,62.1,56.0,900,4.43,4.4,2.74
26044,0.31,Ideal,E,VS2,62.0,55.0,872,4.35,4.33,2.69
26045,0.32,Ideal,D,VS2,62.4,57.0,758,4.34,4.38,2.72
26046,1.2,Premium,H,VS2,62.4,59.0,6416,6.73,6.69,4.19
26047,0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
26048,2.8,Premium,I,SI2,61.1,59.0,15030,9.03,8.98,5.5
26049,1.56,Ideal,F,SI1,62.7,57.0,11943,7.34,7.39,4.62
26050,1.04,Premium,G,VVS2,61.8,58.0,7953,6.47,6.51,4.01
26051,1.26,Ideal,F,VS2,61.4,57.0,9236,7.02,6.96,4.29
26052,0.51,Very Good,G,VVS2,60.9,56.0,1768,5.17,5.21,3.16
26053,1.11,Premium,F,VS2,62.7,59.0,6863,6.58,6.62,4.14
26054,0.88,Premium,F,VS1,60.7,55.0,3921,6.28,6.22,3.79
26055,0.4,Good,D,SI1,63.1,61.0,720,4.67,4.71,2.96
26056,1.51,Premium,I,SI2,62.7,55.0,7766,7.37,7.28,4.59
26057,1.5,Ideal,H,SI1,62.0,55.0,10989,7.29,7.34,4.54
26058,0.71,Fair,G,VVS1,62.8,57.0,3062,5.67,5.57,3.53
26059,0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49
26060,0.28,Very Good,E,VS1,60.9,59.0,487,4.19,4.22,2.56
26061,0.56,Ideal,E,VS2,62.6,57.0,1915,5.29,5.26,3.3
26062,0.3,Premium,F,SI2,62.3,58.0,506,4.32,4.28,2.68
26063,0.32,Ideal,G,IF,60.5,57.0,1020,4.44,4.42,2.68
26064,0.4,Good,E,SI2,63.9,57.0,622,4.65,4.71,2.99
26065,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61
26066,1.1,Premium,F,SI2,62.6,57.0,4832,6.6,6.56,4.12
26067,0.92,Premium,E,SI2,61.8,59.0,3679,6.19,6.11,3.8
26068,0.31,Premium,H,VS2,61.3,60.0,489,4.32,4.36,2.66
26069,1.01,Ideal,H,SI1,62.4,53.0,4559,6.42,6.47,4.02
26070,2.01,Fair,H,SI2,65.3,56.0,10772,7.95,7.86,5.16
26071,0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81
26072,0.57,Ideal,D,SI1,61.4,55.0,1684,5.34,5.35,3.28
26073,0.71,Very Good,I,VS1,61.1,57.0,2332,5.75,5.8,3.53
26074,1.2,Very Good,J,VS1,59.1,61.0,5016,6.94,7.0,4.12
26075,0.27,Ideal,E,VS1,61.6,55.0,603,4.18,4.16,2.57
26076,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68
26077,2.02,Very Good,J,SI1,63.0,56.0,12267,7.95,8.01,5.03
26078,0.5,Good,E,VS2,64.1,58.0,1397,5.03,5.01,3.22
26079,0.32,Ideal,G,VS2,62.0,57.0,720,4.4,4.37,2.72
26080,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81
26081,0.4,Very Good,G,SI2,63.4,59.0,765,4.66,4.64,2.95
26082,0.31,Ideal,D,VS1,60.1,57.0,913,4.39,4.4,2.64
26083,0.63,Ideal,D,VS2,61.5,54.0,2013,5.54,5.58,3.42
26084,0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66
26085,1.01,Premium,D,VS1,62.4,58.0,8416,6.41,6.38,3.99
26086,0.34,Ideal,F,VS2,62.1,55.0,686,4.47,4.51,2.79
26087,1.2,Premium,F,VS1,61.6,61.0,9370,6.86,6.81,4.21
26088,0.71,Very Good,G,SI1,57.5,61.0,2644,5.91,5.96,3.41
26089,0.5,Very Good,E,VS2,62.8,57.0,1624,5.04,5.12,3.19
26090,0.56,Ideal,G,VVS2,61.6,56.0,2081,5.32,5.29,3.27
26091,1.24,Premium,E,SI1,58.5,60.0,5775,7.08,7.01,4.11
26092,0.39,Very Good,F,IF,59.9,59.0,1183,4.78,4.84,2.88
26093,0.38,Ideal,J,VS1,62.0,53.0,645,4.66,4.7,2.9
26094,0.5,Premium,G,SI1,62.2,60.0,1286,5.07,5.03,3.14
26095,0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87
26096,1.5,Good,E,SI1,64.2,55.0,12754,7.17,7.22,4.62
26097,0.33,Ideal,F,VS2,62.6,55.0,666,4.4,4.42,2.76
26098,0.32,Ideal,I,IF,62.1,54.0,655,4.39,4.43,2.74
26099,1.08,Very Good,E,SI2,60.2,58.0,4656,6.61,6.68,4.0
26100,1.22,Premium,I,SI1,62.7,58.0,5602,6.83,6.8,4.27
26101,0.7,Ideal,F,VS1,62.2,55.0,2381,5.72,5.69,3.55
26102,1.11,Premium,G,SI2,58.8,59.0,4692,6.8,6.76,3.99
26103,1.21,Premium,F,VS2,61.5,57.0,8877,6.81,6.74,4.17
26104,0.3,Premium,G,VS2,62.6,62.0,630,4.25,4.21,2.65
26105,0.56,Premium,F,VVS2,59.5,61.0,2290,5.36,5.33,3.18
26106,0.52,Good,F,SI2,61.5,60.5,1170,5.11,5.16,3.16
26107,1.01,Good,G,VS1,63.2,61.0,6412,6.33,6.35,4.01
26108,0.41,Good,D,VS2,63.8,55.0,873,4.7,4.73,3.01
26109,0.4,Very Good,H,SI1,62.8,59.0,666,4.67,4.69,2.94
26110,1.13,Premium,G,VVS2,61.4,58.0,7875,6.68,6.73,4.12
26111,0.3,Fair,D,IF,60.5,57.0,1208,4.47,4.35,2.67
26112,0.54,Very Good,H,VVS1,62.0,57.0,1846,5.2,5.25,3.24
26113,0.34,Ideal,H,SI1,60.7,56.0,628,4.58,4.52,2.76
26114,0.3,Premium,D,VS2,61.9,58.0,710,4.28,4.32,2.66
26115,0.52,Ideal,E,VS2,61.1,57.0,1689,5.18,5.2,3.17
26116,1.01,Premium,H,VS2,62.3,60.0,4909,6.32,6.27,3.92
26117,0.76,Ideal,H,VVS1,61.8,57.0,3423,5.82,5.86,3.61
26118,0.7,Very Good,G,VS2,62.2,61.0,2633,5.54,5.59,3.46
26119,1.15,Premium,H,SI1,62.0,58.0,5433,6.77,6.71,4.18
26120,0.5,Ideal,G,VVS2,62.7,54.0,1784,5.05,5.09,3.18
26121,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07
26122,0.4,Very Good,E,VVS2,62.1,59.0,1189,4.67,4.7,2.91
26123,0.47,Ideal,D,VS1,61.0,55.0,1617,5.03,5.01,3.06
26124,1.01,Ideal,D,SI2,62.6,56.0,4785,6.34,6.4,3.99
26125,0.37,Very Good,F,VS2,59.2,61.0,696,4.63,4.69,2.76
26126,0.8,Good,E,VS2,63.4,56.0,3273,5.88,5.92,3.74
26127,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16
26128,1.02,Premium,G,SI1,61.0,59.0,4718,6.48,6.44,3.94
26129,0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85
26130,0.5,Premium,D,SI1,62.8,58.0,1610,5.06,5.03,3.17
26131,0.77,Very Good,F,VS2,62.6,55.0,3692,5.85,5.88,3.67
26132,0.4,Good,E,SI2,63.2,57.0,666,4.66,4.68,2.95
26133,0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86
26134,0.41,Premium,E,SI1,61.0,61.0,930,4.77,4.74,2.9
26135,1.22,Good,J,SI1,63.8,57.0,4612,6.77,6.72,4.3
26136,1.56,Good,I,SI1,64.0,57.0,6246,7.32,7.28,4.67
26137,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
26138,1.22,Premium,I,VS2,62.3,59.0,5832,6.79,6.83,4.24
26139,0.72,Ideal,J,SI1,62.3,55.0,2154,5.73,5.76,3.58
26140,0.76,Good,J,SI1,63.8,57.0,1809,5.78,5.74,3.67
26141,1.05,Very Good,D,SI1,59.3,59.0,5952,6.63,6.69,3.95
26142,0.32,Premium,G,VS2,60.7,58.0,561,4.38,4.42,2.67
26143,1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94
26144,0.4,Premium,D,VS2,62.5,59.0,982,4.66,4.72,2.93
26145,1.01,Ideal,E,SI1,60.8,56.0,6346,6.53,6.47,3.95
26146,0.42,Ideal,F,VS1,60.9,57.0,1103,4.88,4.84,2.96
26147,1.02,Very Good,I,VS1,62.2,60.0,5302,6.4,6.43,3.99
26148,0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26
26149,0.5,Ideal,J,VS2,61.7,57.0,875,5.09,5.12,3.15
26150,0.7,Good,F,VS2,60.1,56.0,2591,5.73,5.78,3.46
26151,2.03,Premium,J,SI2,62.7,59.0,12268,8.02,8.08,5.05
26152,0.9,Ideal,G,VVS1,61.6,57.0,5564,6.24,6.16,3.82
26153,1.19,Premium,H,SI1,60.8,59.0,5698,6.87,6.84,4.17
26154,0.51,Premium,G,VVS2,61.7,58.0,1974,5.14,5.11,3.16
26155,1.8,Ideal,H,VS1,62.3,56.0,14968,7.76,7.79,4.84
26156,0.4,Premium,E,SI2,61.4,59.0,666,4.7,4.75,2.9
26157,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69
26158,1.01,Good,D,VS1,56.8,61.0,5050,6.5,6.45,3.68
26159,1.16,Ideal,G,VVS1,61.9,55.0,9781,6.75,6.78,4.19
26160,0.41,Premium,F,VVS2,60.1,58.0,1115,4.79,4.83,2.89
26161,0.71,Fair,D,VS2,56.9,65.0,2858,5.89,5.84,3.34
26162,0.32,Ideal,H,VVS1,61.6,54.9,681,4.4,4.43,2.72
26163,2.27,Premium,I,SI2,62.5,59.0,14937,8.45,8.39,5.26
26164,0.33,Very Good,H,IF,61.7,59.0,787,4.43,4.45,2.74
26165,0.7,Fair,G,I1,67.3,59.0,956,5.51,5.45,3.69
26166,1.2,Very Good,H,SI2,62.0,58.0,5280,6.76,6.91,4.24
26167,0.36,Premium,E,VS2,62.5,58.0,878,4.57,4.52,2.84
26168,1.16,Ideal,I,SI1,61.7,56.0,4668,6.76,6.7,4.15
26169,1.51,Very Good,I,VVS1,62.0,58.0,11512,7.27,7.31,4.52
26170,0.58,Very Good,E,VS2,59.6,59.0,1906,5.4,5.44,3.23
26171,1.0,Good,D,SI1,58.5,64.0,5331,6.53,6.49,3.81
26172,1.52,Ideal,D,SI1,61.2,57.0,13329,7.47,7.4,4.55
26173,0.74,Ideal,D,VS2,62.2,56.0,3454,5.79,5.81,3.61
26174,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52
26175,0.53,Premium,G,VS1,62.4,58.0,1813,5.2,5.16,3.23
26176,1.09,Premium,G,SI2,59.0,58.0,4456,6.78,6.72,3.98
26177,0.39,Good,F,SI1,63.3,54.0,718,4.62,4.67,2.94
26178,0.74,Ideal,D,VS1,61.7,55.0,3813,5.79,5.85,3.59
26179,0.31,Good,H,VS2,63.1,57.0,489,4.27,4.32,2.71
26180,0.53,Ideal,D,VS2,61.5,56.0,1857,5.17,5.23,3.2
26181,0.7,Ideal,J,VS1,61.4,55.0,2107,5.72,5.75,3.53
26182,0.71,Premium,D,VS1,62.9,57.0,2860,5.66,5.6,3.54
26183,0.62,Premium,G,SI1,59.6,58.0,1382,5.63,5.56,3.34
26184,2.01,Fair,E,SI2,62.1,66.0,14948,7.99,7.92,4.94
26185,1.6,Premium,H,VS1,60.0,59.0,12210,7.61,7.58,4.56
26186,0.72,Premium,G,IF,60.1,58.0,3185,5.89,5.86,3.53
26187,0.32,Very Good,G,VVS1,61.9,58.0,842,4.36,4.39,2.71
26188,0.7,Ideal,E,SI1,60.6,57.0,2537,5.71,5.77,3.48
26189,2.01,Premium,G,SI2,59.0,60.0,16733,8.31,8.26,4.89
26190,0.4,Very Good,E,VS1,62.7,55.0,1250,4.69,4.72,2.95
26191,0.54,Ideal,E,SI2,60.4,57.0,1246,5.27,5.33,3.2
26192,0.78,Ideal,I,VS1,60.7,56.0,3105,5.97,6.03,3.64
26193,0.59,Very Good,I,VS2,60.3,59.0,1445,5.41,5.43,3.27
26194,0.53,Very Good,J,VS2,62.9,58.0,1114,5.16,5.18,3.25
26195,0.72,Very Good,I,VS2,61.8,60.0,2109,5.72,5.76,3.55
26196,0.42,Very Good,H,VS2,62.1,54.0,755,4.81,4.84,2.99
26197,1.38,Good,J,SI2,63.7,58.0,4598,7.06,7.01,4.48
26198,1.06,Ideal,J,VS2,62.4,54.0,4643,6.51,6.57,4.08
26199,1.01,Good,F,SI2,63.7,59.0,4166,6.28,6.38,4.03
26200,0.58,Premium,D,SI1,60.2,58.0,1879,5.46,5.37,3.26
26201,0.9,Premium,H,VVS2,62.0,58.0,4432,6.13,6.16,3.81
26202,1.03,Ideal,J,SI1,62.1,55.0,4221,6.46,6.51,4.03
26203,1.09,Ideal,F,SI1,62.0,56.0,5816,6.56,6.61,4.08
26204,0.4,Ideal,E,VVS2,61.5,56.0,1238,4.79,4.74,2.93
26205,0.38,Ideal,F,SI1,60.9,55.0,844,4.7,4.72,2.87
26206,0.5,Premium,E,VS2,62.9,60.0,1676,5.1,5.07,3.2
26207,1.0,Fair,H,VS1,57.4,68.0,4368,6.52,6.47,3.73
26208,1.25,Premium,I,VS2,61.0,59.0,6084,6.98,6.89,4.23
26209,0.9,Good,H,SI1,64.2,59.0,3290,6.05,6.01,3.87
26210,0.31,Very Good,G,VS1,61.6,56.0,640,4.35,4.38,2.69
26211,1.24,Very Good,I,VS2,62.7,55.0,5836,6.82,6.87,4.29
26212,0.41,Ideal,E,SI2,61.8,54.0,625,4.78,4.8,2.96
26213,1.09,Premium,I,VS2,59.0,61.0,4090,6.78,6.75,3.98
26214,0.32,Good,D,SI1,63.5,55.0,589,4.31,4.35,2.75
26215,0.56,Ideal,E,VS2,60.9,56.0,1819,5.32,5.35,3.25
26216,0.77,Premium,G,SI1,60.7,58.0,2563,5.95,5.98,3.62
26217,0.59,Premium,I,IF,61.2,58.0,1965,5.41,5.38,3.3
26218,1.0,Ideal,G,SI1,62.7,56.0,4737,6.36,6.39,4.0
26219,0.3,Premium,D,SI1,62.2,61.0,709,4.28,4.24,2.65
26220,0.5,Good,F,VS2,65.3,57.0,1339,4.93,4.97,3.23
26221,0.5,Very Good,E,SI2,61.6,58.0,1235,5.08,5.11,3.14
26222,0.25,Good,E,IF,65.6,54.0,512,3.91,3.95,2.58
26223,0.84,Premium,F,SI2,62.3,59.0,2863,6.06,6.01,3.76
26224,1.01,Very Good,G,VS2,63.1,60.0,6108,6.36,6.31,4.0
26225,0.31,Premium,G,VS2,60.9,58.0,698,4.38,4.35,2.66
26226,1.51,Very Good,J,SI1,63.5,58.0,6976,7.29,7.24,4.61
26227,1.2,Very Good,G,SI2,61.8,60.0,4443,6.78,6.85,4.21
26228,0.27,Very Good,F,VVS1,61.8,56.0,682,4.17,4.19,2.58
26229,1.0,Good,G,SI1,62.2,63.0,5483,6.36,6.41,3.97
26230,0.45,Good,G,IF,59.6,61.0,1437,5.0,5.04,2.99
26231,1.0,Ideal,E,SI2,62.2,52.0,4808,6.42,6.47,4.01
26232,0.24,Ideal,H,IF,61.8,54.0,504,3.99,4.03,2.47
26233,0.41,Very Good,F,IF,61.6,58.0,1313,4.75,4.79,2.94
26234,0.4,Very Good,E,SI1,63.2,56.0,882,4.69,4.65,2.95
26235,1.7,Premium,I,VS1,61.5,58.0,8840,7.74,7.64,4.73
26236,0.73,Premium,H,SI2,62.5,58.0,2234,5.73,5.69,3.57
26237,1.2,Premium,I,SI2,60.0,58.0,5080,6.93,6.91,4.15
26238,1.01,Ideal,G,VS2,62.6,56.0,6964,6.41,6.44,4.02
26239,0.58,Ideal,D,VS2,61.2,54.0,1889,5.4,5.42,3.31
26240,1.04,Ideal,G,VS2,60.8,57.0,6529,6.55,6.57,3.99
26241,0.83,Premium,E,SI1,62.2,59.0,2913,6.05,5.97,3.74
26242,0.38,Premium,I,VS1,61.3,60.0,700,4.62,4.65,2.84
26243,0.51,Premium,E,SI1,60.3,56.0,1443,5.27,5.17,3.15
26244,0.38,Very Good,E,IF,62.5,59.0,1409,4.61,4.64,2.89
26245,0.33,Good,I,VS1,63.1,56.0,521,4.38,4.4,2.77
26246,0.81,Premium,G,SI2,62.2,59.0,2616,5.96,5.9,3.69
26247,0.7,Ideal,G,VS1,60.6,57.0,2535,5.75,5.7,3.47
26248,0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83
26249,0.37,Premium,D,SI1,62.3,56.0,874,4.64,4.61,2.88
26250,0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17
26251,0.54,Ideal,G,SI2,62.7,56.0,1287,5.23,5.2,3.27
26252,0.42,Ideal,E,VVS1,61.8,56.0,1176,4.81,4.83,2.98
26253,0.32,Premium,F,VS2,61.1,58.0,828,4.42,4.39,2.69
26254,0.51,Very Good,E,SI2,61.6,57.0,1195,5.17,5.19,3.19
26255,0.51,Premium,G,VS1,59.6,58.0,1833,5.22,5.21,3.11
26256,0.32,Ideal,E,VS2,61.5,55.0,702,4.38,4.43,2.71
26257,0.74,Ideal,D,VS1,61.7,55.0,3746,5.85,5.79,3.59
26258,0.4,Ideal,J,SI1,61.2,56.0,820,4.77,4.81,2.93
26259,0.71,Premium,F,VS2,59.6,59.0,2686,5.81,5.77,3.45
26260,0.7,Ideal,F,VVS1,62.7,54.0,4021,5.66,5.7,3.56
26261,0.33,Premium,E,VS2,61.0,60.0,928,4.46,4.43,2.71
26262,0.33,Ideal,H,VVS2,62.2,56.0,666,4.44,4.46,2.77
26263,1.01,Fair,I,VS1,64.9,58.0,4263,6.17,6.22,4.02
26264,0.33,Very Good,I,VVS1,61.7,61.0,608,4.43,4.45,2.74
26265,1.03,Premium,H,SI1,62.5,59.0,5129,6.46,6.41,4.02
26266,0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74
26267,1.21,Premium,I,SI1,60.6,56.0,5556,6.97,6.89,4.2
26268,0.7,Very Good,F,SI1,60.5,56.0,2155,5.73,5.8,3.49
26269,1.0,Very Good,H,VS2,63.0,59.0,4842,6.43,6.34,4.02
26270,0.82,Premium,H,VS1,62.3,60.0,2985,5.97,5.94,3.71
26271,0.4,Good,I,VVS1,63.9,56.0,842,4.64,4.68,2.98
26272,0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13
26273,1.07,Ideal,D,SI1,61.8,55.0,5872,6.59,6.54,4.06
26274,1.08,Ideal,J,SI1,61.8,56.0,4524,6.58,6.55,4.06
26275,1.01,Good,F,VS2,64.1,59.0,6037,6.16,6.23,3.97
26276,1.03,Premium,H,VS2,61.8,58.0,5722,6.48,6.43,3.99
26277,0.46,Premium,G,SI1,60.6,59.0,1063,5.04,5.0,3.04
26278,1.01,Premium,G,VS2,61.1,60.0,5701,6.46,6.37,3.92
26279,1.75,Good,I,VS1,58.3,59.0,13047,7.92,7.97,4.63
26280,1.01,Good,F,SI2,64.3,59.0,4197,6.33,6.26,4.05
26281,1.52,Premium,J,SI1,60.4,59.0,5618,7.44,7.39,4.48
26282,0.92,Premium,D,SI2,62.5,55.0,4150,6.21,6.18,3.87
26283,0.58,Ideal,E,VS1,60.6,57.0,2192,5.4,5.45,3.29
26284,0.3,Very Good,E,SI1,62.9,57.0,526,4.25,4.3,2.69
26285,0.76,Premium,F,SI2,61.8,58.0,2469,5.83,5.88,3.62
26286,0.52,Ideal,G,VS1,62.8,55.0,1694,5.16,5.13,3.23
26287,0.39,Ideal,E,VS2,60.9,55.0,839,4.73,4.76,2.89
26288,0.31,Ideal,H,VVS1,61.2,58.0,671,4.35,4.38,2.67
26289,0.33,Very Good,D,VS1,63.2,56.0,1109,4.45,4.44,2.81
26290,0.38,Ideal,F,I1,62.5,57.0,638,4.64,4.61,2.89
26291,0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69
26292,0.51,Ideal,D,VS2,61.4,57.0,1807,5.16,5.13,3.16
26293,1.01,Premium,G,VS2,63.0,56.0,5864,6.41,6.35,4.02
26294,1.06,Ideal,D,SI2,61.2,57.0,4682,6.59,6.51,4.01
26295,0.4,Premium,H,VS1,62.7,59.0,731,4.63,4.71,2.93
26296,1.28,Ideal,G,SI2,61.4,57.0,5995,6.99,6.96,4.28
26297,1.23,Premium,G,VS1,61.3,58.0,8759,6.87,6.89,4.22
26298,1.51,Very Good,J,SI1,62.3,59.0,7637,7.22,7.28,4.52
26299,1.04,Ideal,D,VS2,61.9,55.0,7220,6.5,6.52,4.03
26300,0.51,Very Good,E,VS2,61.4,56.0,1612,5.15,5.18,3.17
26301,1.36,Fair,J,SI2,67.8,55.0,4158,6.73,6.66,4.54
26302,0.46,Premium,D,VS2,60.9,58.0,1388,4.97,4.94,3.02
26303,0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72
26304,1.51,Premium,G,VVS2,60.9,58.0,15164,7.38,7.42,4.51
26305,1.59,Ideal,D,SI2,61.6,55.0,8975,7.48,7.45,4.6
26306,1.54,Premium,H,I1,62.0,60.0,5071,7.4,7.32,4.56
26307,0.3,Good,G,VS2,63.1,56.0,526,4.25,4.28,2.69
26308,0.8,Premium,D,SI1,62.7,59.0,3312,5.89,5.85,3.68
26309,1.09,Premium,H,SI2,61.7,60.0,4578,6.59,6.57,4.06
26310,0.56,Very Good,E,VS2,61.4,61.0,1819,5.28,5.31,3.25
26311,1.06,Ideal,E,SI1,58.8,57.0,5877,6.71,6.66,3.93
26312,1.06,Premium,G,VS2,60.1,58.0,6325,6.67,6.64,4.0
26313,0.34,Premium,G,SI2,62.8,58.0,574,4.46,4.43,2.79
26314,0.38,Ideal,G,SI1,62.4,57.0,666,4.62,4.65,2.89
26315,1.17,Fair,H,SI2,60.0,66.0,4717,6.86,6.78,4.09
26316,0.8,Ideal,D,VS1,62.4,56.0,4619,5.94,5.98,3.72
26317,1.0,Very Good,E,VS2,62.9,59.0,6245,6.27,6.38,3.98
26318,0.31,Ideal,G,SI1,62.2,55.0,593,4.38,4.36,2.72
26319,0.55,Ideal,H,SI1,62.4,57.0,1270,5.23,5.28,3.28
26320,0.55,Very Good,G,VS1,62.8,57.0,1743,5.2,5.21,3.27
26321,0.23,Very Good,D,VVS2,62.5,58.0,530,3.92,3.95,2.46
26322,1.12,Ideal,G,VS1,61.0,56.0,7495,6.72,6.76,4.11
26323,0.51,Ideal,E,VS2,61.9,55.0,1781,5.17,5.13,3.19
26324,0.51,Very Good,F,VVS2,60.3,55.0,2633,5.22,5.26,3.16
